Campaign_Type,Platform,Region,Impressions,Clicks,Conversions,Cost,Revenue,Duration_Days,Ad_Budget
email,Instagram,Asia,6934,830,96,9497.879545,18847.60983,25,6776.925576
social_media,Twitter,Europe,4109,181,54,9959.598712,5237.777633,23,5204.597688
social_media,Google,Africa,5082,944,32,5052.491294,15948.85279,19,9548.293201
social_media,Facebook,North America,4240,819,37,3272.773507,18331.19775,19,15469.85707
social_media,Facebook,Asia,7028,300,66,4985.464333,5925.118754,27,16853.89856
email,LinkedIn,Asia,2849,546,35,8625.42469,11750.96256,8,9436.292519
email,Instagram,North America,9497,943,34,2854.051107,8070.791809,16,12434.80881
advertisement,LinkedIn,Africa,3749,527,63,9568.860865,13497.77248,28,11316.78357
social_media,Google,South America,7680,137,38,4076.791919,14743.14438,19,11157.84177
advertisement,LinkedIn,North America,1205,310,92,9872.232935,9539.347744,15,8470.230698
email,Facebook,Africa,8352,543,45,8547.479988,11899.72505,7,7045.566575
email,Facebook,North America,5591,426,23,8277.134807,9190.092279,20,7950.328373
email,Twitter,North America,4450,860,87,3861.142064,10540.86747,22,5829.985807
email,Twitter,Europe,8214,326,44,1078.994908,7393.09935,26,7971.961127
email,Google,Africa,4811,147,39,4439.196179,18283.39165,21,5138.013464
email,Instagram,South America,6141,117,26,3716.284327,5150.156158,7,14408.87601
email,LinkedIn,Europe,9501,538,76,1336.572914,18236.1378,23,9745.631111
social_media,Google,North America,3708,906,89,5548.287309,13575.18318,19,19597.17067
advertisement,Twitter,North America,2991,807,39,4627.281802,9974.867663,21,7905.755762
email,LinkedIn,North America,9463,286,54,6711.00821,15845.85688,22,10187.42855
social_media,Twitter,Africa,4273,444,88,6590.6769,12616.28228,22,10367.61738
social_media,LinkedIn,Africa,5538,323,98,2086.719723,12486.62987,8,5126.772441
advertisement,Instagram,Europe,9712,929,60,9792.689915,6652.134244,23,17588.1193
email,Google,South America,4722,587,56,2682.382865,10842.74039,17,5479.916902
advertisement,LinkedIn,Europe,4551,976,62,5007.466223,8615.965188,14,19102.69752
email,Facebook,Asia,3832,948,73,5393.057891,5235.438584,26,18381.11527
social_media,Facebook,North America,6679,328,47,8317.565175,10401.49446,9,13032.82874
social_media,LinkedIn,North America,7579,489,73,1893.066365,6347.331941,18,13153.93362
social_media,LinkedIn,North America,1152,688,96,4857.798513,8852.450566,26,14806.66884
social_media,LinkedIn,Europe,6754,287,98,6656.519532,6387.749318,22,10805.75018
advertisement,Facebook,Europe,3800,957,16,2936.400595,6514.124383,20,14708.33425
email,Facebook,North America,6310,369,31,6647.211089,7985.169416,22,5671.52583
email,LinkedIn,Europe,3610,706,90,9312.983538,19997.73867,27,5810.71441
advertisement,Twitter,Africa,2104,409,91,9977.663181,5032.762143,23,11858.45629
email,Twitter,Africa,8361,231,50,1292.059691,14580.08954,17,13244.33452
social_media,Instagram,Europe,5199,650,83,3120.294054,7118.65547,23,18317.26461
email,Google,North America,4854,171,19,3792.764042,18809.42205,25,6569.909509
social_media,Twitter,Europe,8263,892,66,4592.134904,6404.4934,28,17339.71891
advertisement,Facebook,Europe,2914,944,16,3180.314418,19325.94781,7,8150.710059
email,Twitter,Europe,8365,771,59,2831.391951,14163.89581,18,10911.25473
advertisement,Instagram,Asia,4072,286,61,9590.984582,5019.021154,21,9749.036522
email,Instagram,Africa,1406,585,42,9266.694425,18410.10797,24,11002.32909
social_media,Google,South America,1166,290,10,1422.932509,12825.67702,29,7257.432471
advertisement,Twitter,South America,1508,521,62,4049.317194,8940.04603,20,12553.55112
email,Facebook,Asia,2661,219,69,4646.336983,16509.18766,7,17024.63885
social_media,Facebook,Europe,4664,319,43,3151.130812,18899.98331,19,11623.01016
advertisement,LinkedIn,Asia,4489,152,13,6659.856073,12255.36235,21,12359.20364
advertisement,Facebook,Asia,1680,833,26,6763.42672,9733.302117,13,17731.51378
email,Google,North America,3524,550,13,8654.538055,16834.17686,21,15590.87172
email,Google,Africa,3120,511,52,7667.823415,15226.78247,26,12356.81613
email,Facebook,South America,6260,742,99,5883.159943,18331.28726,16,8865.434723
social_media,Facebook,Europe,5357,336,13,6882.28093,15387.71019,20,18273.9012
email,LinkedIn,South America,2363,857,10,3465.899034,8652.925083,12,13655.30603
advertisement,Facebook,South America,3292,837,80,6337.50571,18974.88875,20,8317.214152
advertisement,LinkedIn,Africa,2538,819,59,5403.045293,6572.536208,28,9036.79629
email,LinkedIn,South America,4408,505,82,2200.100206,9019.141252,18,17046.99633
email,Facebook,South America,8742,707,70,3182.898489,12802.91912,17,5662.183431
advertisement,Instagram,Asia,9752,521,44,3625.241056,13486.13039,26,19881.38281
social_media,Instagram,Africa,2903,811,17,9318.786103,5229.658799,28,6955.275196
email,LinkedIn,North America,1174,346,33,3073.479754,16708.59089,25,16941.02788
email,Facebook,Europe,3230,171,92,3603.195125,10424.10978,8,10921.62975
advertisement,Instagram,South America,5287,929,45,4324.187171,11096.27812,28,12383.24275
email,Facebook,Europe,5160,284,59,6973.684648,17140.54317,26,18209.75866
social_media,Facebook,North America,8106,105,52,2064.145532,10689.25088,7,11193.66784
advertisement,Facebook,Europe,4171,305,36,9585.506912,5708.373147,14,13062.40631
email,Twitter,North America,2567,643,41,8790.140981,7646.596557,20,5739.494936
advertisement,Facebook,Asia,2151,710,87,6194.944657,19338.54759,15,5035.212108
email,Twitter,South America,8619,486,27,7066.340807,6056.080436,8,8671.998095
email,LinkedIn,North America,7033,867,37,1149.944241,10323.96801,29,15208.74639
email,Instagram,Europe,9560,798,38,4050.502978,12547.68751,11,6818.9734
social_media,Instagram,South America,5946,175,25,8160.942076,12399.21241,29,6706.429382
social_media,Instagram,Asia,9234,276,56,1697.346764,5059.399145,14,11164.40912
advertisement,Instagram,South America,2907,926,68,3540.824508,12517.44097,22,14717.55558
email,Instagram,North America,4490,898,40,6267.671455,10756.58687,28,15681.07988
email,Instagram,Asia,3535,448,13,3307.717249,19581.19003,22,7676.760111
social_media,Instagram,Europe,5173,354,46,9405.801767,7387.38626,19,6193.822211
email,LinkedIn,Asia,2293,936,26,2179.527677,10312.31295,26,19105.95551
social_media,Facebook,Asia,5769,801,48,8176.549221,11292.22228,21,8909.995738
email,Google,Africa,5796,407,57,5571.538227,10860.40306,7,17800.19746
advertisement,Twitter,Asia,7871,444,55,7752.976982,14987.46241,28,17952.37176
email,Google,Asia,3972,226,99,3796.437955,8232.692863,9,16587.83888
email,Google,South America,4922,386,57,5630.406421,8316.073292,12,7532.5041
social_media,Facebook,Europe,5997,865,48,8711.518148,15938.16423,28,17327.02189
email,Facebook,South America,8032,824,13,5201.902892,12504.35778,20,16538.75839
email,Facebook,South America,1992,861,39,4237.478757,11227.33514,10,13950.84485
social_media,Instagram,North America,9112,695,39,5825.398476,7538.045775,24,10058.03053
advertisement,LinkedIn,South America,6287,586,31,7456.264777,7812.908344,21,8937.629064
advertisement,Instagram,Africa,3240,482,84,4992.070109,5158.274552,15,6828.338181
social_media,LinkedIn,Africa,2476,505,75,9449.892776,6371.394033,24,12646.356
social_media,LinkedIn,North America,7426,487,21,3654.512416,13352.58042,9,13778.91313
social_media,Google,Europe,1389,624,45,5279.172456,18378.09695,16,10390.08486
social_media,Google,Europe,1999,656,27,7812.348934,9307.471477,23,12130.38602
social_media,LinkedIn,South America,2855,738,99,7202.089814,9916.208388,13,10452.71686
advertisement,LinkedIn,South America,9125,725,62,8772.769472,6734.084159,21,14615.09086
advertisement,Instagram,South America,9850,375,80,9971.282626,10829.46418,7,18518.88812
social_media,Instagram,Europe,3763,599,10,4841.724959,5558.325569,17,7458.803931
email,Google,Asia,4663,816,67,2000.357918,18764.01044,23,10721.13215
social_media,Facebook,Africa,5986,436,99,1273.742927,15096.67022,11,7113.029059
email,LinkedIn,Asia,2481,580,96,7541.892155,19861.23214,13,14374.15656
social_media,Instagram,Asia,8256,996,99,8866.123042,18242.34744,25,15933.05764
social_media,Google,Europe,4731,372,15,2986.413273,12094.85891,21,18978.69099
advertisement,Instagram,Asia,8262,157,79,2426.032335,12795.27547,9,9183.078894
email,LinkedIn,North America,1451,427,53,1559.845824,7858.640698,21,19253.16809
email,LinkedIn,South America,4093,830,81,8404.326295,11930.59014,11,5948.940077
advertisement,Twitter,North America,1882,208,33,3802.437459,18545.4181,29,14045.20795
advertisement,Facebook,Africa,5408,378,95,4615.272035,5762.801355,18,5856.99079
advertisement,Twitter,South America,5068,785,28,5524.751724,17953.35204,26,18406.61282
advertisement,Google,Asia,4277,427,27,8555.079108,10114.21702,11,12947.13586
email,Instagram,Africa,9566,875,39,6857.498994,18492.69148,9,15040.22526
email,Google,South America,8951,414,51,6535.581669,19113.1986,15,17473.60889
social_media,LinkedIn,Asia,5690,573,42,2581.0489,15062.97331,15,7254.659337
social_media,Twitter,North America,5595,210,83,5618.709025,14966.3568,13,5578.873429
advertisement,Twitter,South America,5559,798,21,7438.429155,11791.31507,8,18183.21719
advertisement,Twitter,Asia,8291,880,36,9759.347947,17533.10337,29,9723.998412
advertisement,Google,North America,9160,328,48,2812.656783,19424.19138,29,6934.683619
social_media,LinkedIn,Africa,1112,596,18,1085.890178,16626.22701,27,12026.91856
social_media,Instagram,Africa,6131,255,30,1677.712902,14329.05101,22,13974.59114
social_media,Instagram,Africa,4197,572,85,4382.672187,14101.89344,15,5464.559051
social_media,Google,Africa,1139,800,38,8384.90183,17742.04852,19,9123.434874
social_media,Twitter,Europe,2424,371,42,1064.278736,13118.05649,25,5491.998114
social_media,Facebook,South America,3949,986,71,5110.575336,17057.89829,26,11305.03084
social_media,Google,South America,4168,101,24,3963.075538,12633.27883,23,18426.50044
advertisement,Google,Europe,9708,857,11,1472.335391,5936.664125,12,19739.78617
advertisement,LinkedIn,Asia,7043,821,61,5052.12658,10759.20513,10,14555.7133
advertisement,Instagram,Asia,7989,610,53,3292.738366,11666.61437,7,7424.565407
advertisement,Google,Africa,8236,385,63,4166.963509,7124.258675,24,18587.74085
social_media,Google,North America,7261,970,27,7350.537743,6537.444938,25,12743.71735
email,Twitter,Asia,1887,112,12,5693.958855,13031.97424,15,7306.239682
social_media,Twitter,North America,4104,707,16,2121.826861,6277.154548,19,18825.90004
email,Facebook,South America,1049,597,52,9652.730864,9544.177518,14,16362.03576
advertisement,LinkedIn,North America,4951,832,91,6723.196891,16168.95464,29,15975.57909
social_media,Facebook,South America,4560,337,47,7892.815831,19466.48269,19,15637.71056
advertisement,Twitter,Europe,1018,193,46,1712.91835,15768.05871,21,8005.097316
social_media,Instagram,Europe,5821,437,67,1423.525415,19889.38323,17,8165.100376
advertisement,Twitter,Africa,7340,880,42,1175.032453,15475.06957,18,15324.39498
email,LinkedIn,Asia,9058,270,68,2699.14625,9406.91706,20,8295.841252
email,Twitter,Africa,3606,705,20,4729.675579,15080.78811,10,11580.07545
email,LinkedIn,South America,8846,760,77,9422.435201,15532.35148,7,16730.02738
social_media,LinkedIn,Africa,9643,723,91,5113.536933,10575.90477,10,16759.28777
email,LinkedIn,North America,7432,666,77,3612.295948,5265.707759,25,11798.92659
social_media,LinkedIn,South America,4765,948,97,6057.417282,15547.99677,15,16882.84907
email,LinkedIn,Europe,3438,566,31,2007.411203,5325.501429,16,17579.32694
email,Instagram,Asia,7358,727,75,6485.553019,14467.82117,10,14821.63627
social_media,Facebook,South America,9319,242,53,6115.887589,7454.247331,26,8426.387785
social_media,Google,South America,6941,300,15,8127.937301,13484.05292,15,9110.176706
email,Facebook,North America,8644,279,51,9880.188505,12558.69538,19,9722.617331
social_media,LinkedIn,Asia,5855,813,34,3257.861245,5202.704635,18,6752.061616
email,Instagram,Europe,7547,463,66,5586.908057,10442.98725,17,9097.394306
social_media,Twitter,South America,8196,578,94,9179.788657,14016.36751,18,8142.788365
advertisement,Instagram,South America,6911,664,64,8066.70896,17729.09828,24,11829.93125
advertisement,LinkedIn,North America,7481,570,25,5386.656728,18329.63171,18,18626.56322
advertisement,Instagram,Africa,3761,483,23,9508.344847,12257.74955,22,6567.204751
advertisement,Instagram,Europe,5456,791,48,1515.130242,15926.33731,11,15804.01886
advertisement,LinkedIn,Asia,7361,516,37,9378.987577,9746.818648,26,15309.24507
email,Instagram,South America,6693,924,60,1454.566531,10132.79609,18,6436.31298
advertisement,Google,South America,6788,407,58,5925.742697,7916.952788,27,18838.58607
advertisement,Google,Europe,1201,748,18,9013.968532,13429.22165,17,13527.08303
advertisement,Instagram,Africa,7160,793,67,3364.488492,9718.462264,15,10455.88282
advertisement,Twitter,South America,1517,466,54,5250.236491,6265.563447,24,16348.07875
social_media,LinkedIn,Europe,8737,100,31,3918.959912,15275.0913,9,8860.481876
email,Google,North America,2988,143,41,9569.295254,15616.29811,26,15402.64756
advertisement,Twitter,Africa,4802,838,78,8412.810353,10399.88628,23,5595.668114
advertisement,Instagram,Asia,6808,942,96,7381.013602,6150.850992,20,17591.12056
advertisement,Twitter,South America,8162,197,78,6288.64288,11394.46576,7,11722.56271
email,Facebook,Europe,7241,819,51,8385.326104,11635.03187,23,14550.39372
social_media,Google,North America,9399,364,62,4530.403374,15030.06327,14,8318.567297
email,Instagram,Asia,6633,899,68,5027.966696,9731.245869,11,15156.10569
social_media,LinkedIn,Europe,6755,882,83,7570.01549,15238.9892,11,16583.60414
advertisement,Instagram,Europe,7309,239,48,4219.79287,18072.32813,15,12098.1978
advertisement,LinkedIn,Asia,5117,580,24,1575.108478,8562.290635,9,14265.90386
email,Instagram,North America,9345,336,80,1669.01148,19683.79334,25,11844.88886
email,Twitter,North America,2518,171,38,2038.265212,10795.52206,29,18411.37054
social_media,Twitter,Africa,7163,766,12,8827.13191,9008.880277,15,12468.03771
social_media,Twitter,South America,3600,289,92,5250.037832,11322.66774,28,17627.13064
email,Facebook,Asia,3195,367,19,7415.941324,6415.962139,24,17020.28087
social_media,LinkedIn,Asia,4554,420,38,4536.18402,6885.588598,22,11157.57232
email,Twitter,Asia,3849,206,88,3328.398527,11216.5107,7,8451.267378
social_media,Facebook,North America,2742,331,44,4124.729508,16436.66783,8,11091.23199
email,LinkedIn,South America,2306,141,15,8147.641108,18504.68359,20,17393.26064
email,Instagram,Africa,4849,801,21,6626.945125,14972.26986,20,8414.488037
email,Facebook,Europe,8519,982,47,9438.75802,6578.293329,7,12866.54519
social_media,Google,Europe,5195,238,86,7117.343007,15080.29643,22,17091.45122
social_media,Facebook,Asia,6178,714,28,6131.634686,14531.41881,21,10302.16213
social_media,Facebook,South America,3555,782,76,6491.764081,17086.45877,21,14633.14456
email,LinkedIn,North America,3305,962,17,9481.342955,17378.73,18,8684.473611
social_media,Instagram,South America,8619,372,17,8093.808369,18023.04614,22,6639.191681
social_media,Google,South America,3642,580,93,1216.371136,11211.97272,20,16915.76338
email,Twitter,North America,7409,515,56,5807.257265,15467.96593,21,6484.529351
advertisement,Twitter,Asia,5757,605,13,7195.045704,9023.755384,29,9070.720926
email,Facebook,South America,3994,832,60,7738.286306,19990.0442,21,17826.64133
social_media,LinkedIn,Europe,9751,824,94,2918.279074,7630.013621,25,10197.03931
email,LinkedIn,North America,2271,952,76,8804.59619,5151.716475,14,19595.68024
advertisement,Twitter,Africa,2813,523,54,9602.588325,7232.130718,8,19696.01502
email,Google,Asia,9801,506,17,3130.437753,16638.08434,8,9024.140307
social_media,Instagram,North America,3461,667,96,8943.539118,11701.75515,16,5614.673334
advertisement,Google,Africa,5120,489,25,1872.808863,11712.50372,9,15575.94926
social_media,Instagram,Africa,7124,441,86,1501.361525,19325.34379,29,11764.79754
advertisement,Twitter,South America,9475,713,76,2163.014201,18794.52362,23,6511.292659
advertisement,Instagram,South America,5396,592,18,1519.669715,9667.921067,14,15612.84228
email,LinkedIn,South America,1816,291,69,8605.110134,8135.871932,29,5467.623637
email,Facebook,North America,8304,598,87,1531.4513,17727.23315,10,18052.95036
social_media,Facebook,North America,8331,921,86,3444.977722,18590.28607,20,7079.787937
email,Twitter,Asia,1082,811,80,1933.807092,13123.95384,27,6909.678181
email,LinkedIn,South America,2920,332,24,3658.798327,14441.35567,16,7635.08447
advertisement,Google,Africa,8817,326,80,1815.035208,8853.71427,7,19403.99538
email,LinkedIn,Europe,3093,470,50,7012.029257,17012.04032,10,15397.5404
advertisement,Facebook,Asia,8071,238,31,2199.941347,14481.83643,7,17020.57303
advertisement,Facebook,North America,8967,955,33,8666.613333,12552.70267,23,10964.52479
advertisement,LinkedIn,Asia,9367,916,53,8354.719457,5901.628341,23,10044.69091
social_media,LinkedIn,Asia,6285,248,10,1122.955169,18739.02444,13,8517.260102
social_media,Facebook,Asia,5937,214,19,9061.5372,14231.77131,29,12209.72042
social_media,Google,Asia,1369,549,89,1260.498851,7890.36642,26,13277.431
advertisement,Twitter,Europe,2818,162,81,3156.812065,14095.79175,21,14476.62265
social_media,Twitter,South America,3101,203,65,1291.50224,15161.95031,19,8856.77756
social_media,LinkedIn,Africa,4490,950,98,4022.591383,12886.55505,8,19229.81121
email,Twitter,Asia,2779,970,59,5624.798731,15771.52607,25,7546.377473
social_media,Facebook,Asia,8674,767,21,8169.803821,13721.80922,19,19484.79762
social_media,Facebook,Asia,2364,372,98,4041.833954,19216.54373,17,5222.841838
advertisement,LinkedIn,South America,8294,105,90,7349.410222,5805.456179,28,12216.88538
advertisement,LinkedIn,North America,4676,246,69,2687.540114,6593.685627,21,10000.51757
advertisement,LinkedIn,North America,3426,283,35,7755.386111,7605.074554,16,11736.85121
advertisement,Google,Europe,9264,127,87,3123.969453,15352.56606,15,13559.96868
advertisement,Twitter,North America,9089,649,50,2291.902803,14683.93809,15,11533.83737
advertisement,LinkedIn,Asia,3962,218,45,2668.679653,18380.8829,26,11222.70275
social_media,Instagram,Asia,1859,392,32,2638.56816,15993.16179,7,15990.85123
advertisement,Instagram,Asia,5138,470,52,5615.765914,12625.33231,23,15288.14413
advertisement,Facebook,Europe,3424,343,15,8603.178231,19877.47689,18,17499.06923
email,Twitter,Asia,5017,679,78,1716.445693,8991.619343,16,8749.384719
social_media,LinkedIn,North America,9560,825,52,7362.606866,17497.8749,11,14142.92765
social_media,Instagram,South America,9342,317,34,6889.118137,11401.85558,24,13777.92178
social_media,Twitter,South America,2134,276,27,8852.679566,14731.02708,21,10546.06716
advertisement,Facebook,Africa,6166,398,71,3197.328045,15909.02706,12,12290.86313
advertisement,Google,North America,6119,775,22,5050.988728,14506.31131,13,9706.73215
advertisement,Twitter,Asia,6694,157,52,9332.44637,7107.609547,23,7127.665964
email,Twitter,South America,7136,368,87,6939.941051,11644.26516,12,8207.01816
advertisement,Google,North America,6485,407,37,4498.915716,13421.57567,14,6582.704696
email,Twitter,South America,5164,669,27,2182.711446,17735.65639,18,15246.04363
social_media,Facebook,Asia,3346,387,68,3362.365071,11654.68623,27,14910.9109
advertisement,Facebook,South America,6039,204,69,6230.939297,18781.20957,20,19259.09557
email,Google,Africa,5897,327,72,7463.511528,11605.61335,18,15945.1762
email,LinkedIn,Africa,9252,346,66,2119.796982,13231.69789,29,5780.687581
advertisement,Instagram,South America,6041,799,60,6396.37534,16944.28524,16,18263.67761
social_media,LinkedIn,North America,4901,593,65,5953.16151,13746.01527,28,17940.12744
social_media,Twitter,North America,2337,182,36,5625.59902,19403.27109,26,11649.80481
social_media,Instagram,North America,2184,285,41,7211.108059,14905.03746,21,13787.94576
email,Google,South America,5426,351,18,8537.046356,12840.64181,13,19641.17499
email,Google,North America,2551,454,93,3906.907149,5353.879517,15,12984.56546
email,Instagram,Asia,2629,849,77,9001.109711,11205.99346,16,18579.82743
email,Facebook,Africa,2526,971,55,2445.702514,9488.726289,16,6245.581367
social_media,Instagram,Asia,2361,795,76,2557.214828,16221.58502,22,7865.778031
advertisement,Twitter,North America,5370,895,35,3400.948573,8124.165127,13,11611.32415
email,Facebook,Asia,6283,996,17,2075.777826,8078.301309,11,13771.35213
email,Google,North America,8610,309,15,3072.873022,7842.785649,29,17243.41778
social_media,Instagram,South America,2993,915,89,1957.705866,6884.234197,9,19823.93173
advertisement,LinkedIn,Asia,1869,907,33,8395.771753,9665.105055,24,10832.77245
advertisement,LinkedIn,South America,2014,708,57,2250.720927,18288.83172,17,5711.234542
social_media,Twitter,South America,1602,546,54,7725.678018,16623.92708,21,17017.57255
social_media,LinkedIn,Europe,1690,559,22,1431.224811,16028.76824,27,14065.71079
advertisement,Instagram,North America,9685,571,78,9536.682948,16960.05208,26,7978.142883
email,Instagram,Africa,1489,819,34,7400.440788,9041.26834,11,12422.42685
advertisement,LinkedIn,North America,7864,469,29,1061.168937,18311.62536,18,16134.65368
social_media,Instagram,Africa,8240,999,91,7874.708502,7059.550627,10,16556.17681
email,Twitter,North America,8786,591,91,5626.737287,10045.1859,21,12494.27618
email,Facebook,South America,9024,236,75,8014.286533,13801.22178,15,9578.217952
social_media,Twitter,Asia,1294,466,83,5702.47128,6543.576325,13,19606.13873
social_media,Twitter,Asia,6488,283,54,6769.223719,15951.95282,16,14950.43916
social_media,Instagram,Europe,5027,687,56,8076.984899,10808.69072,29,11123.56279
advertisement,Facebook,Africa,3912,386,72,4645.972491,16766.08498,19,9206.948363
advertisement,Instagram,Africa,5744,571,85,1024.373348,12393.44428,14,15966.54475
email,Google,Africa,2873,474,86,8649.518464,7713.117866,18,8632.751684
social_media,Instagram,South America,4258,753,64,4428.013264,16021.42717,28,7575.649835
email,Instagram,Africa,3817,848,84,5464.384534,8782.159338,25,12947.50833
email,Instagram,Asia,9636,636,28,1069.899779,12362.15452,7,9349.81089
email,Facebook,South America,4641,610,44,5428.828093,6132.999037,22,14433.57717
email,Instagram,North America,5458,901,62,9878.386614,14267.99982,28,6769.080123
social_media,Facebook,Africa,6307,678,35,3504.408947,14987.86649,23,14824.11657
email,LinkedIn,Africa,9933,349,23,4558.764432,10680.11315,24,9249.44792
social_media,Google,North America,3041,609,54,7184.709968,19316.3417,17,5003.644017
social_media,Facebook,Africa,1679,729,53,8333.143008,18112.53382,24,6904.040865
advertisement,LinkedIn,North America,6738,172,97,4756.524616,15619.11374,13,19004.23067
social_media,Facebook,South America,6668,381,74,3787.019834,15704.78112,24,18010.31959
advertisement,Facebook,Asia,8697,459,60,9440.4322,8786.025724,14,8504.135481
social_media,Google,North America,9033,109,52,7094.3047,14852.22847,12,16675.57857
social_media,Twitter,Europe,1062,310,95,2071.19174,7973.093979,13,14128.5739
social_media,Twitter,North America,8829,934,32,1620.350903,7160.048359,29,19563.57067
advertisement,Facebook,Africa,8352,251,65,5351.948657,19992.01841,28,10604.08489
advertisement,Instagram,South America,7915,104,28,2980.810594,14335.63897,16,15221.90919
email,LinkedIn,South America,9326,294,91,3285.86278,11464.81809,17,5953.035836
